"word","sentiment","Polarität"
"naiverem",-0.0675,"negative"
"naive",-0.0675,"negative"
"naives",-0.0675,"negative"
"naiver",-0.0675,"negative"
"naivste",-0.0675,"negative"
"naivem",-0.0675,"negative"
"naiven",-0.0675,"negative"
"negativste",-0.4949,"negative"
"negativere",-0.4949,"negative"
"negativer",-0.4949,"negative"
"negatives",-0.4949,"negative"
"negativem",-0.4949,"negative"
"negativen",-0.4949,"negative"
"negativerem",-0.4949,"negative"
"negativeren",-0.4949,"negative"
"negativstes",-0.4949,"negative"
"negativster",-0.4949,"negative"
"negativerer",-0.4949,"negative"
"negative",-0.4949,"negative"
"negativeres",-0.4949,"negative"
"negativsten",-0.4949,"negative"
"negativstem",-0.4949,"negative"
"neidischerem",-0.0048,"negative"
"neidischeren",-0.0048,"negative"
"neidischstes",-0.0048,"negative"
"neidischeres",-0.0048,"negative"
"neidischere",-0.0048,"negative"
"neidischste",-0.0048,"negative"
"neidischerer",-0.0048,"negative"
"neidische",-0.0048,"negative"
"neidischen",-0.0048,"negative"
"neidischem",-0.0048,"negative"
"neidischster",-0.0048,"negative"
"neidisches",-0.0048,"negative"
"neidischer",-0.0048,"negative"
"neidischstem",-0.0048,"negative"
"neidischsten",-0.0048,"negative"
"nerve",-0.1374,"negative"
"nervst",-0.1374,"negative"
"nervt",-0.1374,"negative"
"nervest",-0.1374,"negative"
"nervet",-0.1374,"negative"
"nervte",-0.1374,"negative"
"nervtest",-0.1374,"negative"
"nervten",-0.1374,"negative"
"nervtet",-0.1374,"negative"
"nervenaufreibende",-0.0376,"negative"
"nervenaufreibendstes",-0.0376,"negative"
"nervenaufreibenden",-0.0376,"negative"
"nervenaufreibendem",-0.0376,"negative"
"nervenaufreibender",-0.0376,"negative"
"nervenaufreibendes",-0.0376,"negative"
"nervenaufreibendere",-0.0376,"negative"
"nervenaufreibenderem",-0.0376,"negative"
"nervenaufreibenderen",-0.0376,"negative"
"nervenaufreibenderes",-0.0376,"negative"
"nervenaufreibendster",-0.0376,"negative"
"nervenaufreibendsten",-0.0376,"negative"
"nervenaufreibenderer",-0.0376,"negative"
"nervenaufreibendste",-0.0376,"negative"
"nervenaufreibendstem",-0.0376,"negative"
"nervigerem",-0.0048,"negative"
"nervigeren",-0.0048,"negative"
"nervigste",-0.0048,"negative"
"nerviger",-0.0048,"negative"
"nerviges",-0.0048,"negative"
"nervigem",-0.0048,"negative"
"nervigen",-0.0048,"negative"
"nervigstes",-0.0048,"negative"
"nervigster",-0.0048,"negative"
"nervigsten",-0.0048,"negative"
"nervigstem",-0.0048,"negative"
"nervigere",-0.0048,"negative"
"nervige",-0.0048,"negative"
"nervigeres",-0.0048,"negative"
"nervigerer",-0.0048,"negative"
"nervöseste",-0.0042,"negative"
"nervöseren",-0.0042,"negative"
"nervöserem",-0.0042,"negative"
"nervösem",-0.0042,"negative"
"nervösen",-0.0042,"negative"
"nervösere",-0.0042,"negative"
"nervöses",-0.0042,"negative"
"nervöser",-0.0042,"negative"
"nervösesten",-0.0042,"negative"
"nervösestem",-0.0042,"negative"
"nervöseres",-0.0042,"negative"
"nervösestes",-0.0042,"negative"
"nervöserer",-0.0042,"negative"
"nervöse",-0.0042,"negative"
"nervösester",-0.0042,"negative"
"neutralisiert",-0.1892,"negative"
"neutralisiertest",-0.1892,"negative"
"neutralisiertet",-0.1892,"negative"
"neutralisierte",-0.1892,"negative"
"neutralisierten",-0.1892,"negative"
"neutralisierst",-0.1892,"negative"
"neutralisieret",-0.1892,"negative"
"neutralisierest",-0.1892,"negative"
"neutralisiere",-0.1892,"negative"
"niedergeschlagener",-0.4708,"negative"
"niedergeschlagenerer",-0.4708,"negative"
"niedergeschlageneres",-0.4708,"negative"
"niedergeschlagenerem",-0.4708,"negative"
"niedergeschlageneren",-0.4708,"negative"
"niedergeschlagenere",-0.4708,"negative"
"niedergeschlagene",-0.4708,"negative"
"niedergeschlagenem",-0.4708,"negative"
"niedergeschlagenen",-0.4708,"negative"
"niedergeschlagenes",-0.4708,"negative"
"niedergeschlagenste",-0.4708,"negative"
"niedergeschlagenster",-0.4708,"negative"
"niedergeschlagenstes",-0.4708,"negative"
"niedergeschlagensten",-0.4708,"negative"
"niedergeschlagenstem",-0.4708,"negative"
"niedergleitende",-0.0048,"negative"
"niedergleitendem",-0.0048,"negative"
"niedergleitenden",-0.0048,"negative"
"niedergleitender",-0.0048,"negative"
"niedergleitendes",-0.0048,"negative"
"niedergleitendere",-0.0048,"negative"
"niedergleitenderem",-0.0048,"negative"
"niedergleitenderen",-0.0048,"negative"
"niedergleitenderer",-0.0048,"negative"
"niedergleitenderes",-0.0048,"negative"
"niedergleitendste",-0.0048,"negative"
"niedergleitendstem",-0.0048,"negative"
"niedergleitendsten",-0.0048,"negative"
"niedergleitendster",-0.0048,"negative"
"niedergleitendstes",-0.0048,"negative"
"niederschlage",-0.1871,"negative"
"niederschlägst",-0.1871,"negative"
"niederschlägt",-0.1871,"negative"
"niederschlagt",-0.1871,"negative"
"niederschlagest",-0.1871,"negative"
"niederschlaget",-0.1871,"negative"
"niederschlug",-0.1871,"negative"
"niederschlugst",-0.1871,"negative"
"niederschlugen",-0.1871,"negative"
"niederschlugt",-0.1871,"negative"
"niederschlüge",-0.1871,"negative"
"niederschlügest",-0.1871,"negative"
"niederschlügst",-0.1871,"negative"
"niederschlügen",-0.1871,"negative"
"niederschlüget",-0.1871,"negative"
"niederschlügt",-0.1871,"negative"
"niederschmetternde",-0.0436,"negative"
"niederschmetterndem",-0.0436,"negative"
"niederschmetternden",-0.0436,"negative"
"niederschmetternder",-0.0436,"negative"
"niederschmetterndes",-0.0436,"negative"
"niederschmetterndere",-0.0436,"negative"
"niederschmetternderem",-0.0436,"negative"
"niederschmetternderen",-0.0436,"negative"
"niederschmetternderer",-0.0436,"negative"
"niederschmetternderes",-0.0436,"negative"
"niederschmetterndste",-0.0436,"negative"
"niederschmetterndstem",-0.0436,"negative"
"niederschmetterndsten",-0.0436,"negative"
"niederschmetterndster",-0.0436,"negative"
"niederschmetterndstes",-0.0436,"negative"
"niederträchtiger",-0.45,"negative"
"niederträchtiges",-0.45,"negative"
"niederträchtigere",-0.45,"negative"
"niederträchtigem",-0.45,"negative"
"niederträchtigen",-0.45,"negative"
"niederträchtigster",-0.45,"negative"
"niederträchtigstes",-0.45,"negative"
"niederträchtigeres",-0.45,"negative"
"niederträchtigerer",-0.45,"negative"
"niederträchtigsten",-0.45,"negative"
"niederträchtige",-0.45,"negative"
"niederträchtigerem",-0.45,"negative"
"niederträchtigste",-0.45,"negative"
"niederträchtigstem",-0.45,"negative"
"niederträchtigeren",-0.45,"negative"
"niedrige",-0.3623,"negative"
"niedrigster",-0.3623,"negative"
"niedrigeren",-0.3623,"negative"
"niedrigstes",-0.3623,"negative"
"niedrigerem",-0.3623,"negative"
"niedrigstem",-0.3623,"negative"
"niedrigsten",-0.3623,"negative"
"niedriger",-0.3623,"negative"
"niedriges",-0.3623,"negative"
"niedrigste",-0.3623,"negative"
"niedrigere",-0.3623,"negative"
"niedrigen",-0.3623,"negative"
"niedrigem",-0.3623,"negative"
"niedrigeres",-0.3623,"negative"
"niedrigerer",-0.3623,"negative"
"nutzlosester",-0.485,"negative"
"nutzlosestes",-0.485,"negative"
"nutzlose",-0.485,"negative"
"nutzloseren",-0.485,"negative"
"nutzloserem",-0.485,"negative"
"nutzlosere",-0.485,"negative"
"nutzloserer",-0.485,"negative"
"nutzloses",-0.485,"negative"
"nutzloser",-0.485,"negative"
"nutzloseres",-0.485,"negative"
"nutzlosen",-0.485,"negative"
"nutzlosem",-0.485,"negative"
"nutzloseste",-0.485,"negative"
"nutzlosestem",-0.485,"negative"
"nutzlosesten",-0.485,"negative"
"närrischem",-0.0443,"negative"
"närrischste",-0.0443,"negative"
"närrischsten",-0.0443,"negative"
"närrischen",-0.0443,"negative"
"närrischstem",-0.0443,"negative"
"närrischerer",-0.0443,"negative"
"närrischerem",-0.0443,"negative"
"närrischeren",-0.0443,"negative"
"närrische",-0.0443,"negative"
"närrischere",-0.0443,"negative"
"närrischeres",-0.0443,"negative"
"närrischstes",-0.0443,"negative"
"närrischer",-0.0443,"negative"
"närrischster",-0.0443,"negative"
"närrisches",-0.0443,"negative"
"nörgeltet",-0.1789,"negative"
"nörgel",-0.1789,"negative"
"nörgelen",-0.1789,"negative"
"nörgelt",-0.1789,"negative"
"nörgele",-0.1789,"negative"
"nörgelten",-0.1789,"negative"
"nörgle",-0.1789,"negative"
"nörgelte",-0.1789,"negative"
"nörgeltest",-0.1789,"negative"
"nörgelst",-0.1789,"negative"
"genörgelt",-0.1789,"negative"
"nötigtet",-0.0048,"negative"
"nötiget",-0.0048,"negative"
"nötige",-0.0048,"negative"
"nötigt",-0.0048,"negative"
"nötigtest",-0.0048,"negative"
"nötigest",-0.0048,"negative"
"genötigt",-0.0048,"negative"
"nötigten",-0.0048,"negative"
"nötigte",-0.0048,"negative"
"nötigst",-0.0048,"negative"
"oberflächliche",-0.1794,"negative"
"oberflächlichem",-0.1794,"negative"
"oberflächlichen",-0.1794,"negative"
"oberflächlicher",-0.1794,"negative"
"oberflächliches",-0.1794,"negative"
"oberflächlichere",-0.1794,"negative"
"oberflächlicherem",-0.1794,"negative"
"oberflächlicheren",-0.1794,"negative"
"oberflächlicherer",-0.1794,"negative"
"oberflächlicheres",-0.1794,"negative"
"oberflächlichste",-0.1794,"negative"
"oberflächlichstem",-0.1794,"negative"
"oberflächlichsten",-0.1794,"negative"
"oberflächlichster",-0.1794,"negative"
"oberflächlichstes",-0.1794,"negative"
"ominösestem",-0.0048,"negative"
"ominösesten",-0.0048,"negative"
"ominösem",-0.0048,"negative"
"ominösen",-0.0048,"negative"
"ominösere",-0.0048,"negative"
"ominöser",-0.0048,"negative"
"ominöses",-0.0048,"negative"
"ominöseste",-0.0048,"negative"
"ominöserem",-0.0048,"negative"
"ominöseren",-0.0048,"negative"
"ominösestes",-0.0048,"negative"
"ominöse",-0.0048,"negative"
"ominöserer",-0.0048,"negative"
"ominöseres",-0.0048,"negative"
"ominösester",-0.0048,"negative"
"ordnungswidrigste",-0.171,"negative"
"ordnungswidrige",-0.171,"negative"
"ordnungswidrigeres",-0.171,"negative"
"ordnungswidrigerer",-0.171,"negative"
"ordnungswidrigere",-0.171,"negative"
"ordnungswidriger",-0.171,"negative"
"ordnungswidrigster",-0.171,"negative"
"ordnungswidriges",-0.171,"negative"
"ordnungswidrigstes",-0.171,"negative"
"ordnungswidrigem",-0.171,"negative"
"ordnungswidrigen",-0.171,"negative"
"ordnungswidrigeren",-0.171,"negative"
"ordnungswidrigstem",-0.171,"negative"
"ordnungswidrigsten",-0.171,"negative"
"ordnungswidrigerem",-0.171,"negative"
"panischsten",-0.0048,"negative"
"panische",-0.0048,"negative"
"panischerer",-0.0048,"negative"
"panischeres",-0.0048,"negative"
"panischste",-0.0048,"negative"
"panischstem",-0.0048,"negative"
"panischerem",-0.0048,"negative"
"panischeren",-0.0048,"negative"
"panischster",-0.0048,"negative"
"panischere",-0.0048,"negative"
"panischstes",-0.0048,"negative"
"panischen",-0.0048,"negative"
"panischem",-0.0048,"negative"
"panischer",-0.0048,"negative"
"panisches",-0.0048,"negative"
"peinliche",-0.0048,"negative"
"peinlichsten",-0.0048,"negative"
"peinlichstem",-0.0048,"negative"
"peinlichste",-0.0048,"negative"
"peinlichstes",-0.0048,"negative"
"peinlichster",-0.0048,"negative"
"peinlichen",-0.0048,"negative"
"peinlicherem",-0.0048,"negative"
"peinlichem",-0.0048,"negative"
"peinlicheren",-0.0048,"negative"
"peinlicheres",-0.0048,"negative"
"peinlicherer",-0.0048,"negative"
"peinlicher",-0.0048,"negative"
"peinlichere",-0.0048,"negative"
"peinliches",-0.0048,"negative"
"pessimistische",-0.3359,"negative"
"pessimistischem",-0.3359,"negative"
"pessimistischen",-0.3359,"negative"
"pessimistischer",-0.3359,"negative"
"pessimistisches",-0.3359,"negative"
"pessimistischere",-0.3359,"negative"
"pessimistischerem",-0.3359,"negative"
"pessimistischeren",-0.3359,"negative"
"pessimistischerer",-0.3359,"negative"
"pessimistischeres",-0.3359,"negative"
"pessimistischste",-0.3359,"negative"
"pessimistischstem",-0.3359,"negative"
"pessimistischsten",-0.3359,"negative"
"pessimistischster",-0.3359,"negative"
"pessimistischstes",-0.3359,"negative"
"pflichtwidrigstes",-0.0048,"negative"
"pflichtwidrigster",-0.0048,"negative"
"pflichtwidrigere",-0.0048,"negative"
"pflichtwidrigeres",-0.0048,"negative"
"pflichtwidrigstem",-0.0048,"negative"
"pflichtwidrigerer",-0.0048,"negative"
"pflichtwidrigste",-0.0048,"negative"
"pflichtwidrige",-0.0048,"negative"
"pflichtwidrigeren",-0.0048,"negative"
"pflichtwidrigsten",-0.0048,"negative"
"pflichtwidriger",-0.0048,"negative"
"pflichtwidrigerem",-0.0048,"negative"
"pflichtwidrigem",-0.0048,"negative"
"pflichtwidrigen",-0.0048,"negative"
"pflichtwidriges",-0.0048,"negative"
"pikiertester",-0.0048,"negative"
"pikiertestes",-0.0048,"negative"
"pikierte",-0.0048,"negative"
"pikiertere",-0.0048,"negative"
"pikierten",-0.0048,"negative"
"pikiertem",-0.0048,"negative"
"pikiertes",-0.0048,"negative"
"pikierter",-0.0048,"negative"
"pikierteren",-0.0048,"negative"
"pikierterem",-0.0048,"negative"
"pikierteste",-0.0048,"negative"
"pikiertestem",-0.0048,"negative"
"pikiertesten",-0.0048,"negative"
"pikierterer",-0.0048,"negative"
"pikierteres",-0.0048,"negative"
"planloseres",-0.1869,"negative"
"planlose",-0.1869,"negative"
"planloserer",-0.1869,"negative"
"planlosem",-0.1869,"negative"
"planloses",-0.1869,"negative"
"planloser",-0.1869,"negative"
"planlosen",-0.1869,"negative"
"planloseren",-0.1869,"negative"
"planlosester",-0.1869,"negative"
"planloserem",-0.1869,"negative"
"planlosestes",-0.1869,"negative"
"planloseste",-0.1869,"negative"
"planlosestem",-0.1869,"negative"
"planlosesten",-0.1869,"negative"
"planlosere",-0.1869,"negative"
"prekärstem",-0.3272,"negative"
"prekärerer",-0.3272,"negative"
"prekäreres",-0.3272,"negative"
"prekären",-0.3272,"negative"
"prekärere",-0.3272,"negative"
"prekärem",-0.3272,"negative"
"prekärer",-0.3272,"negative"
"prekärerem",-0.3272,"negative"
"prekäreren",-0.3272,"negative"
"prekäres",-0.3272,"negative"
"prekäre",-0.3272,"negative"
"prekärsten",-0.3272,"negative"
"prekärste",-0.3272,"negative"
"prekärstes",-0.3272,"negative"
"prekärster",-0.3272,"negative"
"primitive",-0.7475,"negative"
"primitivem",-0.7475,"negative"
"primitiven",-0.7475,"negative"
"primitiver",-0.7475,"negative"
"primitives",-0.7475,"negative"
"primitivere",-0.7475,"negative"
"primitiverem",-0.7475,"negative"
"primitiveren",-0.7475,"negative"
"primitiverer",-0.7475,"negative"
"primitiveres",-0.7475,"negative"
"primitivste",-0.7475,"negative"
"primitivstem",-0.7475,"negative"
"primitivsten",-0.7475,"negative"
"primitivster",-0.7475,"negative"
"primitivstes",-0.7475,"negative"
"problematische",-0.3524,"negative"
"problematischem",-0.3524,"negative"
"problematischen",-0.3524,"negative"
"problematischer",-0.3524,"negative"
"problematisches",-0.3524,"negative"
"problematischere",-0.3524,"negative"
"problematischerem",-0.3524,"negative"
"problematischeren",-0.3524,"negative"
"problematischerer",-0.3524,"negative"
"problematischeres",-0.3524,"negative"
"problematischste",-0.3524,"negative"
"problematischstem",-0.3524,"negative"
"problematischsten",-0.3524,"negative"
"problematischster",-0.3524,"negative"
"problematischstes",-0.3524,"negative"
"profansten",-0.0048,"negative"
"profaner",-0.0048,"negative"
"profanstes",-0.0048,"negative"
"profane",-0.0048,"negative"
"profanster",-0.0048,"negative"
"profanes",-0.0048,"negative"
"profaneren",-0.0048,"negative"
"profanerem",-0.0048,"negative"
"profanste",-0.0048,"negative"
"profanere",-0.0048,"negative"
"profanerer",-0.0048,"negative"
"profaneres",-0.0048,"negative"
"profanem",-0.0048,"negative"
"profanen",-0.0048,"negative"
"profanstem",-0.0048,"negative"
"protestieret",-0.0048,"negative"
"protestiertet",-0.0048,"negative"
"protestiere",-0.0048,"negative"
"protestierte",-0.0048,"negative"
"protestierst",-0.0048,"negative"
"protestiert",-0.0048,"negative"
"protestierten",-0.0048,"negative"
"protestierest",-0.0048,"negative"
"protestiertest",-0.0048,"negative"
"provisorische",-0.0048,"negative"
"provisorischem",-0.0048,"negative"
"provisorischen",-0.0048,"negative"
"provisorischer",-0.0048,"negative"
"provisorisches",-0.0048,"negative"
"provisorischere",-0.0048,"negative"
"provisorischerem",-0.0048,"negative"
"provisorischeren",-0.0048,"negative"
"provisorischerer",-0.0048,"negative"
"provisorischeres",-0.0048,"negative"
"provisorischste",-0.0048,"negative"
"provisorischstem",-0.0048,"negative"
"provisorischsten",-0.0048,"negative"
"provisorischster",-0.0048,"negative"
"provisorischstes",-0.0048,"negative"
"provozierest",-0.3369,"negative"
"provozieret",-0.3369,"negative"
"provoziertest",-0.3369,"negative"
"provoziertet",-0.3369,"negative"
"provozierte",-0.3369,"negative"
"provozierst",-0.3369,"negative"
"provoziere",-0.3369,"negative"
"provoziert",-0.3369,"negative"
"provozierten",-0.3369,"negative"
"geprügelt",-0.0507,"negative"
"prügelen",-0.0507,"negative"
"prügelte",-0.0507,"negative"
"prügelten",-0.0507,"negative"
"prügele",-0.0507,"negative"
"prügeltest",-0.0507,"negative"
"prügelt",-0.0507,"negative"
"prügel",-0.0507,"negative"
"prügle",-0.0507,"negative"
"prügeltet",-0.0507,"negative"
"prügelst",-0.0507,"negative"
"qualvollstem",-0.0048,"negative"
"qualvollsten",-0.0048,"negative"
"qualvollstes",-0.0048,"negative"
"qualvollster",-0.0048,"negative"
"qualvollere",-0.0048,"negative"
"qualvolleres",-0.0048,"negative"
"qualvollerer",-0.0048,"negative"
"qualvolle",-0.0048,"negative"
"qualvollen",-0.0048,"negative"
"qualvollem",-0.0048,"negative"
"qualvollste",-0.0048,"negative"
"qualvoller",-0.0048,"negative"
"qualvolleren",-0.0048,"negative"
"qualvollerem",-0.0048,"negative"
"qualvolles",-0.0048,"negative"
"quälest",-0.1929,"negative"
"gequält",-0.1929,"negative"
"quältest",-0.1929,"negative"
"quälet",-0.1929,"negative"
"quälte",-0.1929,"negative"
"quälten",-0.1929,"negative"
"quälst",-0.1929,"negative"
"quäle",-0.1929,"negative"
"quältet",-0.1929,"negative"
"quält",-0.1929,"negative"
"rabiaterem",-0.0402,"negative"
"rabiateren",-0.0402,"negative"
"rabiaterer",-0.0402,"negative"
"rabiatestes",-0.0402,"negative"
"rabiates",-0.0402,"negative"
"rabiatester",-0.0402,"negative"
"rabiater",-0.0402,"negative"
"rabiatem",-0.0402,"negative"
"rabiateste",-0.0402,"negative"
"rabiateres",-0.0402,"negative"
"rabiaten",-0.0402,"negative"
"rabiatere",-0.0402,"negative"
"rabiatestem",-0.0402,"negative"
"rabiatesten",-0.0402,"negative"
"rabiate",-0.0402,"negative"
"radikale",-0.487,"negative"
"radikalem",-0.487,"negative"
"radikalen",-0.487,"negative"
"radikaler",-0.487,"negative"
"radikales",-0.487,"negative"
"radikalere",-0.487,"negative"
"radikalerem",-0.487,"negative"
"radikaleren",-0.487,"negative"
"radikalerer",-0.487,"negative"
"radikaleres",-0.487,"negative"
"radikalste",-0.487,"negative"
"radikalstem",-0.487,"negative"
"radikalsten",-0.487,"negative"
"radikalster",-0.487,"negative"
"radikalstes",-0.487,"negative"
"rammte",-0.0048,"negative"
"ramme",-0.0048,"negative"
"rammten",-0.0048,"negative"
"rammt",-0.0048,"negative"
"gerammt",-0.0048,"negative"
"rammtest",-0.0048,"negative"
"rammest",-0.0048,"negative"
"rammst",-0.0048,"negative"
"rammet",-0.0048,"negative"
"rammtet",-0.0048,"negative"
"ramponierest",-0.0048,"negative"
"ramponiertest",-0.0048,"negative"
"ramponiere",-0.0048,"negative"
"ramponiert",-0.0048,"negative"
"ramponiertet",-0.0048,"negative"
"ramponierst",-0.0048,"negative"
"ramponieret",-0.0048,"negative"
"ramponierte",-0.0048,"negative"
"ramponierten",-0.0048,"negative"
"rasenderen",-0.0048,"negative"
"rasenderem",-0.0048,"negative"
"rasendem",-0.0048,"negative"
"rasendste",-0.0048,"negative"
"rasendes",-0.0048,"negative"
"rasende",-0.0048,"negative"
"rasender",-0.0048,"negative"
"rasenderer",-0.0048,"negative"
"rasenderes",-0.0048,"negative"
"rasenden",-0.0048,"negative"
"rasendster",-0.0048,"negative"
"rasendstes",-0.0048,"negative"
"rasendere",-0.0048,"negative"
"rasendstem",-0.0048,"negative"
"rasendsten",-0.0048,"negative"
"rauhste",-0.0286,"negative"
"rauhe",-0.0286,"negative"
"rauhstem",-0.0286,"negative"
"rauhere",-0.0286,"negative"
"rauhsten",-0.0286,"negative"
"rauhes",-0.0286,"negative"
"rauhestem",-0.0286,"negative"
"rauhesten",-0.0286,"negative"
"rauhst",-0.0286,"negative"
"rauheste",-0.0286,"negative"
"rauhester",-0.0286,"negative"
"rauheres",-0.0286,"negative"
"rauherer",-0.0286,"negative"
"rauhestes",-0.0286,"negative"
"rauheren",-0.0286,"negative"
"rauher",-0.0286,"negative"
"rauhstes",-0.0286,"negative"
"rauherem",-0.0286,"negative"
"rauhster",-0.0286,"negative"
"rauhem",-0.0286,"negative"
"rauhen",-0.0286,"negative"
"rausgeschmissene",-0.1863,"negative"
"rausgeschmissenem",-0.1863,"negative"
"rausgeschmissenen",-0.1863,"negative"
"rausgeschmissener",-0.1863,"negative"
"rausgeschmissenes",-0.1863,"negative"
"rausgeschmissenere",-0.1863,"negative"
"rausgeschmissenerem",-0.1863,"negative"
"rausgeschmisseneren",-0.1863,"negative"
"rausgeschmissenerer",-0.1863,"negative"
"rausgeschmisseneres",-0.1863,"negative"
"rausgeschmissenste",-0.1863,"negative"
"rausgeschmissenstem",-0.1863,"negative"
"rausgeschmissensten",-0.1863,"negative"
"rausgeschmissenster",-0.1863,"negative"
"rausgeschmissenstes",-0.1863,"negative"
"rebellischere",-0.1706,"negative"
"rebellischster",-0.1706,"negative"
"rebellischerer",-0.1706,"negative"
"rebellisches",-0.1706,"negative"
"rebellischer",-0.1706,"negative"
"rebellischerem",-0.1706,"negative"
"rebellischeren",-0.1706,"negative"
"rebellischstes",-0.1706,"negative"
"rebellischstem",-0.1706,"negative"
"rebellischsten",-0.1706,"negative"
"rebellischem",-0.1706,"negative"
"rebellischeres",-0.1706,"negative"
"rebellischen",-0.1706,"negative"
"rebellische",-0.1706,"negative"
"rebellischste",-0.1706,"negative"
"rechthaberischere",-0.0048,"negative"
"rechthaberischem",-0.0048,"negative"
"rechthaberischen",-0.0048,"negative"
"rechthaberische",-0.0048,"negative"
"rechthaberischer",-0.0048,"negative"
"rechthaberisches",-0.0048,"negative"
"rechthaberischerem",-0.0048,"negative"
"rechthaberischeren",-0.0048,"negative"
"rechthaberischste",-0.0048,"negative"
"rechthaberischster",-0.0048,"negative"
"rechthaberischstem",-0.0048,"negative"
"rechthaberischsten",-0.0048,"negative"
"rechthaberischerer",-0.0048,"negative"
"rechthaberischstes",-0.0048,"negative"
"rechthaberischeres",-0.0048,"negative"
"rechtswidrigere",-0.3406,"negative"
"rechtswidrigerem",-0.3406,"negative"
"rechtswidrigstem",-0.3406,"negative"
"rechtswidrigsten",-0.3406,"negative"
"rechtswidrigeren",-0.3406,"negative"
"rechtswidrigen",-0.3406,"negative"
"rechtswidrigem",-0.3406,"negative"
"rechtswidrigerer",-0.3406,"negative"
"rechtswidrigste",-0.3406,"negative"
"rechtswidrige",-0.3406,"negative"
"rechtswidriger",-0.3406,"negative"
"rechtswidriges",-0.3406,"negative"
"rechtswidrigeres",-0.3406,"negative"
"rechtswidrigstes",-0.3406,"negative"
"rechtswidrigster",-0.3406,"negative"
"reduzierest",-0.0048,"negative"
"reduziere",-0.0048,"negative"
"reduziert",-0.0048,"negative"
"reduzierst",-0.0048,"negative"
"reduzierte",-0.0048,"negative"
"reduziertet",-0.0048,"negative"
"reduzierten",-0.0048,"negative"
"reduzieret",-0.0048,"negative"
"reduziertest",-0.0048,"negative"
"renitenten",-0.0048,"negative"
"renitenterem",-0.0048,"negative"
"renitenteren",-0.0048,"negative"
"renitentem",-0.0048,"negative"
"renitenterer",-0.0048,"negative"
"renitenteste",-0.0048,"negative"
"renitente",-0.0048,"negative"
"renitentestem",-0.0048,"negative"
"renitentesten",-0.0048,"negative"
"renitentestes",-0.0048,"negative"
"renitentere",-0.0048,"negative"
"renitentester",-0.0048,"negative"
"renitentes",-0.0048,"negative"
"renitenter",-0.0048,"negative"
"renitenteres",-0.0048,"negative"
"repetive",-0.0048,"negative"
"repetivem",-0.0048,"negative"
"repetiven",-0.0048,"negative"
"repetiver",-0.0048,"negative"
"repetives",-0.0048,"negative"
"repetivere",-0.0048,"negative"
"repetiverem",-0.0048,"negative"
"repetiveren",-0.0048,"negative"
"repetiverer",-0.0048,"negative"
"repetiveres",-0.0048,"negative"
"repetivste",-0.0048,"negative"
"repetivstem",-0.0048,"negative"
"repetivsten",-0.0048,"negative"
"repetivster",-0.0048,"negative"
"repetivstes",-0.0048,"negative"
"riskantestem",-0.0482,"negative"
"riskantesten",-0.0482,"negative"
"riskanteren",-0.0482,"negative"
"riskantes",-0.0482,"negative"
"riskantestes",-0.0482,"negative"
"riskanter",-0.0482,"negative"
"riskanterem",-0.0482,"negative"
"riskantester",-0.0482,"negative"
"riskanteste",-0.0482,"negative"
"riskanten",-0.0482,"negative"
"riskantem",-0.0482,"negative"
"riskante",-0.0482,"negative"
"riskanterer",-0.0482,"negative"
"riskanteres",-0.0482,"negative"
"riskantere",-0.0482,"negative"
"riskierest",-0.3328,"negative"
"riskierten",-0.3328,"negative"
"riskierte",-0.3328,"negative"
"riskierst",-0.3328,"negative"
"riskiertest",-0.3328,"negative"
"riskiere",-0.3328,"negative"
"riskiert",-0.3328,"negative"
"riskieret",-0.3328,"negative"
"riskiertet",-0.3328,"negative"
"roste",-0.0048,"negative"
"rostest",-0.0048,"negative"
"gerostet",-0.0048,"negative"
"rosteten",-0.0048,"negative"
"rostet",-0.0048,"negative"
"rostetet",-0.0048,"negative"
"rostete",-0.0048,"negative"
"rostetest",-0.0048,"negative"
"ruchloseres",-0.037,"negative"
"ruchloserer",-0.037,"negative"
"ruchlosere",-0.037,"negative"
"ruchlosem",-0.037,"negative"
"ruchlosen",-0.037,"negative"
"ruchlosester",-0.037,"negative"
"ruchlosestes",-0.037,"negative"
"ruchloserem",-0.037,"negative"
"ruchloser",-0.037,"negative"
"ruchloses",-0.037,"negative"
"ruchloseren",-0.037,"negative"
"ruchlose",-0.037,"negative"
"ruchloseste",-0.037,"negative"
"ruchlosestem",-0.037,"negative"
"ruchlosesten",-0.037,"negative"
"ruckele",-0.0387,"negative"
"ruckle",-0.0387,"negative"
"ruckelst",-0.0387,"negative"
"ruckelt",-0.0387,"negative"
"rucklest",-0.0387,"negative"
"rucklet",-0.0387,"negative"
"ruckelte",-0.0387,"negative"
"ruckeltest",-0.0387,"negative"
"ruckelten",-0.0387,"negative"
"ruckeltet",-0.0387,"negative"
"geruckelt",-0.0387,"negative"
"ruinösem",-0.0048,"negative"
"ruinösere",-0.0048,"negative"
"ruinösen",-0.0048,"negative"
"ruinöseste",-0.0048,"negative"
"ruinöserem",-0.0048,"negative"
"ruinöseren",-0.0048,"negative"
"ruinöserer",-0.0048,"negative"
"ruinöse",-0.0048,"negative"
"ruinösesten",-0.0048,"negative"
"ruinöser",-0.0048,"negative"
"ruinöses",-0.0048,"negative"
"ruinösestem",-0.0048,"negative"
"ruinösester",-0.0048,"negative"
"ruinösestes",-0.0048,"negative"
"ruinöseres",-0.0048,"negative"
